ID;Comment_date;Comment;Gender;Rate;Category
155;2024-12-05;…часто там бываю Все шикардос, пиво хорошее Бургеры, кисадилья Все отлично все как надо и музыка хорошая играет и сидр очень вкусный атмосфера хорошая…;м;5;Музыка
156;2025-11-01;Если Иисус сделал из воды вино, то бармен Антон сделал нам из болгарского перца - арбуз! Ребята это нечто! Бар супер! Душевная атмосфера, музыка отличная . Москва, я люблю тебя!…;м;5;Музыка
157;2025-03-18;Самый крутой бар! Играет старый и новый рок. Вкусные авторские коктейли, хорошая кухня. Очень адекватные цены.…;м;5;Музыка
158;2025-01-02;…искала где бы поесть и наткнулась после долгой прогулки)) тепло, уютно, играет рок, готовят супер вкусные бургеры, а коктейль жига дрыга вообще отвал всегоооо…;ж;5;Музыка
159;2024-12-02;Оооочень душевное место, и недорогое, приятно было провести тут вечер, и обязательно вернёмся ещё, дружелюбные бармены, диджей вообще мастер, очень хорошо подобрана музыка и крутые переходы.…;м;5;Музыка
160;2019-03-17;Делают приличный лонг айленд. Немного тесновато. Бывают ураганные вечеринки, когда на утро пытаешься вспомнить, что же вчера было... В целом норм место.;м;5;Помещение
161;2023-04-19;По меню не знаю, но интерьер не понравился, очень мало места, неудобные столы и диваны. Все старое и ушатанное. Решили выбрать другое место для посиделок;м;3;Помещение
162;2021-08-30;… Хорошо, но темновато в зале и места немного. Бармен ошиблась в счете, но потом вернула разницу, спасибо ей. Для молодежи хорошо, для людей постарше простовато будет.;Не известно;4;Помещение
163;2021-02-24;Минусы-мало места, сиденья неудобные. Такое себе. Плюсы-вкусная еда.;ж;3;Помещение
164;2022-01-28;Кормят неплохо, но совершенно мало места.;м;3;Помещение
165;2022-04-20;Мало места, люди толкают друг друга, коктели так себе. Непридем.;м;1;Помещение
166;2022-07-13;Замечательное уютное место. Правда места маловато.…;м;4;Помещение
167;2023-08-08;Мало пространства для движа, место для напиться)…;ж;4;Помещение
168;2021-08-19;Не очень,как гараж для машины размером;ж;3;Помещение
169;2023-10-02;Дороговато, тесно;ж;3;Помещение
170;2019-07-05;Все хорошо, только мест мало.;м;4;Помещение
171;2019-05-03;очень тесно;м;3;Помещение
172;2018-11-28;тесновато, но музыка хорошая;м;4;Помещение
173;2020-03-02;помещение для карликов;м;1;Помещение
174;2025-10-04;Огонь бар. Атмосфера, коктейли сотрудники. И на барной стойке станцевать можно при желании. Помещение небольшое, но это не проблема. Кухня тоже порадовала)));ж;5;Помещение
175;2025-07-15;Отличное атмосферное место! Вкусное меню, как еды, так и напитков с коктейлями. Очень дружелюбный персонал. Маленькое по помещению , но душевное.…;м;5;Помещение
176;2025-09-13;…ходим сюда часто, соотношение цены и качества отличное, есть закуски. Помещение не очень большое, и всегда много людей, но мы каждый раз находим место присесть);ж;5;Помещение
177;2023-05-02;Бар пушка ,цены демократичные ,коктейли очень вкусные, атмосферное помещение, бармены очень любезные , музыка приятная , площадь только маловата, а так все огонь 🥰🔥;ж;5;Помещение
178;2023-07-24;Коктейли отличные, порции еды большие) персонал приятный) Цены выше среднего. Побольше бы места. В общем понравилось.…;м;4;Помещение
179;2022-01-07;Уютное кафе с вкусным бизнес-ланчем. Места в зале немного, но можно соориентироваться по времени, когда клиентов не так много.;м;5;Помещение
180;2018-11-06;Тесновато, но атмосферно, есть недорогие наборы шотов. В конце бара, рядом с кухней есть зал попросторнее со столиками на большие компании.;м;5;Помещение
181;2021-09-02;Крутой бар, с отличными ценами и горячей атмосферой! Рок музыка, молодёжь) Места мало, но уютно!;ж;5;Помещение
182;2020-06-02;…Без официантов, заказываешь за баром и забираешь через пару минут. Бармены 🔥всегда спросят, как коктейль, все ли ок. Тесновато там немного, но некритично;ж;5;Помещение
183;2024-04-21;Душевное местечко. выбор бы пошире, да места побольше, и я бы сделал своим любимым баром);м;4;Помещение
184;2022-11-09;Очень крутой бар, хоть и маловат, но это скорее даже преимущество, чем недостаток. Обладает своей атмосферой и очень приятными ценами.;м;4;Помещение
185;2024-08-10;Хорошее место, тесновато но весело!;м;5;Помещение
186;2021-10-21;Хорошее место. Часто бывают акции. Тесновато, но уютно.…;м;5;Помещение
187;2021-11-18;Места мало, но уютно. Пива выбор маленький. Еда неплохая.…;м;5;Помещение
188;2019-03-03;Ну очень небольшой бар);м;4;Помещение
189;2023-06-19;Своя атмосфера как из начала 2010х, коктейли вкусные, особенно у бармена Артура. Музыка для миллениалов. После 23 на улице нельзя сильно шуметь, это не вина заведения, но я считаю это минусом, т.к. внутри становится душновато и хочется тусить снаружи.;Не известно;5;Помещение
190;2023-01-30;Цены не кусаются Тесновато Коктейли нормальные а пиво не очень Отличная музыка Не работает кухня после 23:00 это не минус просто сообщаю хоть у них это везде указано);м;5;Помещение
191;2022-09-18;Маленький и очень приятный бар. Хороший выбор коктейлей и крепких напитков, пива мало, но зато относительно недорогое. Можно уютно посидеть, выпить/перекусить и послушать старый рок.;ж;5;Помещение
192;2023-02-21;Из барного меню в основном коктейли, без изысков. Ассортимент вина и пива совсем узкий. Еду не заказывала. По музыке ставят рок.;ж;3;Помещение
193;2023-01-06;Атмосферное место в стиле РОК. Хороший выбор шотов и настоек. Адекватный ценник и адекватный персонал в заведении. Лучше приготовить наличку;м;5;Помещение
194;2024-09-16;Очень душевный бар Отличная атмосфера.Диджей огонь просто)))) Цены вкусные;ж;5;Помещение
195;2022-07-24;Прикольное место. Маленький барчик в стиле еее рок, в котором днём есть бизнес-ланч (кормят вкусно и по-домашнему).;ж;4;Помещение
196;2022-12-28;Попала случайно ,не мое ,хотя еда и коктейли оч вкусные...но я не любитель рока . Порадовал так же игровой автомат на входе );ж;5;Помещение
197;2021-12-03;Когда всё осточертело - или сюда за шотом под рок;м;5;Помещение
198;2018-11-15;Уютный бар с рок-музыкой (трек лист, правда, на любителя);м;5;Помещение
199;2024-04-26;*** бар. Рок, настроение, *** бармены! Больше нечего добавить!;м;5;Помещение
200;2025-11-21;Ооооочень атмосферное местечко! Зашли с девчонками поболтать, а тут и коктейльчики, и рок 🤘 фоном играет, и бармены с татухами. Просто кайф 😌 Коктейли вкусные, попробовали пару-тройку,может и больше😂 ушли на позитиве! 👍 Теперь мужа сюда на свидание приведу, уж очень понравилось местечко 👍;ж;5;Помещение
201;2025-08-14;Атмосферно и вкусно ! Бармены адекватные и вежливые. Приятный интерьер и музыка. Помещение небольшое, но это не минус, а плюс, очень уютно. Во время бизнес-ланча места были только за стойкой, после - более свободно. Впечатления только положительные! Спасибо!;ж;5;Помещение
202;2025-10-28;Очень вкусные обеды и приветливый персонал! Заказываем здесь обеды для сотрудников и посетителей, решила сама поесть там и не разочаровалась! В заведении играет уважаемая (мной) музыка, сотрудники быстро помогают сориентироваться (была там первый раз самостоятельно). Надеюсь смогу попробовать в будущем и бар :);ж;5;Помещение
203;2024-08-16;…Иногда захожу сюда посидеть с друзьями. Атмосфера очень приятная, играет рок, весёлые бармены и вкусные коктейли. Поцелуй вампира и Джокер мои любимые.…;ж;5;Помещение
204;2025-09-20;…отличный выбор напитков. На маленькую площадь умудрились разместить и бар и столики и диванчики. Отличный антураж, классная подборка музыки. И даже игровой автомат)));м;5;Помещение
205;2024-12-28;…это действительно огромные достоинства этого бара. Музыка, в основном рок, создаёт отличную атмосферу (нам даже погромче сделали, чтобы шазамить было удобно), бармены все супер!…;ж;5;Помещение
206;2024-12-05;…часто там бываю Все шикардос, пиво хорошее Бургеры, кисадилья Все отлично все как надо и музыка хорошая играет и сидр очень вкусный атмосфера хорошая…;ж;5;Помещение
207;2025-11-01;Если Иисус сделал из воды вино, то бармен Антон сделал нам из болгарского перца - арбуз! Ребята это нечто! Бар супер! Душевная атмосфера, музыка отличная . Москва, я люблю тебя!…;м;5;Помещение
208;2025-03-18;Самый крутой бар! Играет старый и новый рок. Вкусные авторские коктейли, хорошая кухня. Очень адекватные цены.…;м;5;Помещение
209;2025-01-02;…искала где бы поесть и наткнулась после долгой прогулки)) тепло, уютно, играет рок, готовят супер вкусные бургеры, а коктейль жига дрыга вообще отвал всегоооо…;ж;5;Помещение
210;2024-12-02;Оооочень душевное место, и недорогое, приятно было провести тут вечер, и обязательно вернёмся ещё, дружелюбные бармены, диджей вообще мастер, очень хорошо подобрана музыка и крутые переходы.…;м;5;Помещение
211;2025-05-14;Были в баре с другом. Заказали два коктейля, суп, картошку. Заплатили. Все как бы ок. С собой было два кусочка пиццы (остались после обеда на работе), которые мы решили тоже съесть. Бармен на это отреагировал крайне негативно. Стал нас отчитывать, что мы не имеем права в бар приходить со своей едой (серьезно? кусок пиццы это прям еда?). Сказал, чтоб больше в данное заведение не приходили. Ну как бы ок! В Москве так-то это не один бар, не думаю, что мы много потеряем. В общем не советую данное место (еду мы кстати ждали минут 30 при практически пустом баре).;ж;1;Время ожидания
212;2019-04-03;…еда обычная, цена несильно низкая 310 за полный ланч. Мало места и для обеда некомфортно. долго ждал еды, но и был час-пик. Вряд-ли приеду ещё раз на обед;м;3;Время ожидания
213;2022-09-13;Зашли с друзьями пообедать и выпить. Присели за стол, официанта так и не дождались через 15 минут. Пришлось уйти…;ж;2;Время ожидания
214;2022-01-07;Ждать пиво 20 минут. Еду ещё 20 минут. Работает один человек, на такое количество посетителей. Физически не получится все отдавать быстро. Наймите персонал)…;м;2;Время ожидания
215;2022-12-05;Настойки ни о чем,хамоватый персонал Ушли через полчаса…;ж;1;Время ожидания
216;2020-06-02;Бар со своим духом! Без официантов, заказываешь за баром и забираешь через пару минут. Бармены 🔥всегда спросят, как коктейль, все ли ок. Тесновато там немного…;ж;1;Время ожидания
217;2025-03-05;…Замечательная атмосфера, богатый выбор напитков, в том числе очень вкусный облепиховый чай. А ещё очень вкусные хот-доги. Замечательный персонал, быстрое обслуживание.;ж;1;Время ожидания
218;2021-06-21;Очень атмосферно. Бармен Ольга делает все заведение ламповым. Разноцветные коктейли, шоты в 40 гр и в 4 слоя, быстро, вкусно, алкогольно! Каждый день разные акции.…;ж;1;Время ожидания
219;2021-12-19;…которые брали. Ребята работают оперативно и очень дружелюбно. Быстро забирают грязную посуду и приносят еду. Единственный минус - это кухня, из двух заказанных позиций ни одна не понравилась.…;м;5;Время ожидания
220;2021-04-20;…не успевает надоесть. Приносят еду очень быстро, персонал всегда приветливый, атмосфера уютная, музыка классная, чувствуешь себя как дома! Каждый день с нетерпением ждем обеденный перерыв…;ж;1;Время ожидания
221;2021-03-15;… Пил фирменное пиво и брал Вок, все достойное, обслуживание быстрое. Посетители налегали на коктейли, видно что завсегдатые, нравятся.…;м;4;Время ожидания
222;2022-11-13;Интересный бар, достаточно широкое меню напитков, есть интересные акции на напитки, обслуживание быстрое. Снаружи выглядит меньше, чем внутри. Рекомендую к посещению;ж;5;Время ожидания
223;2019-07-25;Плюсы: очень быстрое обслуживание, благодаря которому успеваешь погулять в обеденное время, вкусная еда Минусы: маленькие столики, сидеть неудобно. Уберите из биснес-ланча салат с черносливом;м;5;Время ожидания
224;2022-12-27;Отличное атмосферное место. Вкусный и быстрый бизнес-ланч по доступной цене. Приятный бонус от заведения: каждый 5й бизнес-ланч - в подарок. Рекомендую!;ж;5;Время ожидания
225;2019-07-26;Хожу иногда на ланч в это заведение. Вкусно, по-домашнему, недорого. Быстро и вежливо обслуживают. Цена комплексного обеда очень демократичная. Есть еда по меню. Работают одни мужчины.;ж;3;Время ожидания
226;2023-04-02;…Вкусные коктейли, шоты, пиво, еда. Бармен девушка молодец, делает все очень быстро. Второй раз здесь, первый раз на Таганской,второй на Пятницкой, везде атмосферно и все нравится.…;м;5;Время ожидания
227;2021-11-09;Отличное место. Часто бываю здесь в обед: кормят быстро, вкусно и недорого. Зашла бы сюда и вечером, интересно какая атмосфера.;ж;5;Время ожидания
228;2021-10-12;Вкусные коктейли и качественный плейлист меня покорили🤗 Не смотря на большое количество гостей в заведении, все подаётся максимально быстро.;ж;5;Время ожидания
229;2022-08-24;Быстро, вкусно, адекватные цены. Особенно пользуется спросом у молодежи по вечера в пятницу и субботу. Рекомендую.;м;5;Время ожидания
230;2021-10-28;Приятный бар, если хотите зайти на часок и пропустить пару стаканов. Приятный интерьер, быстрое обслуживание, однако очень маловато места.;м;4;Время ожидания
231;2018-04-28;Пару -тройку раз был на бизнес ланче. Приличная обстановка, очень быстро (большой плюс для бизнес ланча), вкусно, кроме первого. Если доработают первое, то идеальное место за 290 р.;м;4;Время ожидания
232;2020-09-26;Уютно, вкусные бизнес - ланчи, обслуживание очень быстрое, остаётся время чтобы прогуляться в обеденный перерыв. Рекомендую!;ж;5;Время ожидания
233;2019-08-26;Музыка просто отличная, такая атмосферная и располагающая. Еда вкусная, ассортимент пива не очень богат, но на вкус свежее и приятное, есть импортное и местное. Обслуживание на высшем уровне, все вежливые и приветливые. Есть одно НО, столы в дальнем зале немного шаткие, но в веселой компании даже не заметно!;м;5;Столы
234;2022-08-17;"Еда так себе. Отношение персонала к гостям негативное. Пришли мы как-то с однокурсниками отметить диплом и хотели совместить столы и убрать посуду, которая ""кого-то ждала"". Так на нас за это выругался официант. Затем он выругался за то, что в уже использованную тарелку я положила коробочку на выброс. Под весер собираются веселые люди. Есть бизнес ланчи и на них приходят люди. Очень тесно.";ж;3;Столы
235;2019-07-25;Плюсы: очень быстрое обслуживание, благодаря которому успеваешь погулять в обеденное время, вкусная еда Минусы: маленькие столики, сидеть неудобно. Уберите из биснес-ланча салат с черносливом;м;5;Столы
236;2019-10-20;Отличное расположение, рядом много станций метро. Классные акции по шотам, шоты очень вкусные. Столов мало, но обычно есть место, где выпить. Однажды не работала оплата картой, что не понравилось. И лонги слишком разбавлены на мой вкус.;м;4;Столы
237;2021-05-25;Ходил на бизнес ланч , ничего плохого сказать нельзя , все стандартно по вкусу и по размеру порций. Пятый ланч - бесплатно. В зале достаточно тесно , поэтому четверо человек за один стол не могут сесть;м;4;Столы
238;2019-04-03;ходил на ланч. еда обычная, цена несильно низкая 310 за полный ланч. Мало места и для обеда некомфортно. долго ждал еды, но и был час-пик. Вряд-ли приеду ещё раз на обед;м;3;Столы
239;2022-09-13;Зашли с друзьями пообедать и выпить. Присели за стол, официанта так и не дождались через 15 минут. Пришлось уйти…;ж;2;Столы
240;2018-12-25;Заведение гаражного типа, под закрытие половина ужратых. Рекомендуется для тех, кому такое по душе. В целом вполне норм, но столы надо протирать, чтоб не липло;м;4;Столы
241;2023-04-19;По меню не знаю, но интерьер не понравился, очень мало места, неудобные столы и диваны. Все старое и ушатанное. Решили выбрать другое место для посиделок;м;3;Столы
242;2022-01-28;Кормят неплохо, но совершенно мало места.;м;3;Столы
243;2024-08-16;Суперский бар! Иногда захожу сюда посидеть с друзьями. Атмосфера очень приятная, играет рок, весёлые бармены и вкусные коктейли. Поцелуй вампира и Джокер мои любимые. Еда тоже очень вкусная, особенно нравится бургер с халапеньо. Раньше ещё были клаб-сэндвичи с картошкой, в последний раз не нашли их в меню - то ли искали невнимательно, то ли их к сожалению убрали :(. Есть возможность забронировать столик заранее, если будет большая компания. Обязательно вернёмся с друзьями сюда снова);ж;5;Столы
244;2021-05-03;Хорошая музыка, вкусная еда, отличное расположение. Даже после неприятного инцидента и пищеварением год назад продолжаем ходить. Вкусные сэндвичи, вок, бургеры. Коктейли и шоты просто огонь. Правда тот, где бьют по башке в каске, - это для сильных. Но так всегда)) Вкусно, стабильно, уютно. Длинноволосый бармен и Оля (надеюсь, не путаю имя, - давно не видели) создают атмосферу. Шоты! Жаль, больше нет джуси фрут с мармеладкой. Хотя и остальное зачетное. Честный алкоголь. Чистая голова постфактум. Жаль что столики дплзитом только, а не бронью... ну, ок. Антуражно.;м;5;Столы
245;2020-10-12;…Бизнес-ланч зачетный. Бар-кафе со своей атмосферой и интерьерными находками. Отдельных столиков совсем немного. Очевидно, упор сделан на барную стойку.…;ж;5;Столы
246;2024-09-08;Есть столики на улице, пиво Жигули 310р за 0,5. В общем, передохнуть на прогулке приятно);ж;5;Столы
247;2018-09-05;Хорошее место. Отличные ассорти из шотов. Но компании из 7 человек, которые хотели бы быть за одним столом, может быть тесновато.;м;5;Столы
248;2018-11-06;Тесновато, но атмосферно, есть недорогие наборы шотов. В конце бара, рядом с кухней есть зал попросторнее со столиками на большие компании.;м;5;Столы
249;2021-06-01;Заведение с небольшим количеством столов и барной стойкой. Интересная непринужденная атмосфера, хороший выбор коктейлей, отличная музыка.;м;3;Столы
250;2025-09-20;Очень комфортное место: приветливый персонал, отличный выбор напитков. На маленькую площадь умудрились разместить и бар и столики и диванчики. Отличный антураж, классная подборка музыки. И даже игровой автомат)));м;5;Столы
251;2024-01-16;Хорошее уютное, атмосферное место. Хорошо что прямо здесь есть цена на ланч. В других местах такой же обед уже и по 600р у них в этом преимущество. Однозначно плюс, что на каждый день свое меню. Если ходить всю неделю, не надоест. Бар маленький и уютный. Можно поесть как за стойкой, так и за столами. Но я думаю все самое интересное в питницу после 20.00...);м;5;Столы
252;2024-08-16;Суперский бар! Иногда захожу сюда посидеть с друзьями. Атмосфера очень приятная, играет рок, весёлые бармены и вкусные коктейли. Поцелуй вампира и Джокер мои любимые.…;ж;5;Для большой компании
253;2024-12-28;Еда там далеко не ресторанная. Меню достаточное для бара, однако вкус оставляет желать лучшего. При этом само барное меню замечательное: есть интересные позиции, есть классические, названия тоже интересные. Есть и безалкогольные напитки. Смузи манго-мята восхитительный! Обычно я заказываю всё разное, чтобы попробовать, но здесь было невозможно удержаться - заказала его повторно. Пошли туда второй раз, так как в первый - очень понравилась атмосфера и напитки. Собственно, это действительно огромные достоинства этого бара. Музыка, в основном рок, создаёт отличную атмосферу (нам даже погромче сделали, чтобы шазамить было удобно), бармены все супер!, напитками все остались довольны. Рекомендую для посиделок небольшой компанией (место там немного);ж;5;Для большой компании
254;2023-11-06;интересное место! по своей атмосфере очень напоминает бар северной столицы, что для меня это однозначно плюс. коктейли и шоты вкусные! кухня тоже не плохая, вкусно, цены демократичные! минусы лично для меня, отсутствие вкусного пива и очень мало места! компанией уже туда не забуриться…;ж;4;Для большой компании
255;2021-10-28;"Кайфовые песни, кайфовые коктейли, остренькая ""кровавая Алиса"" и пылающие б-53. Уютно и приятные бармены, есть также где посидеть с компанией 3-6 человек.";Не известно;5;Для большой компании
256;2022-08-06;Коктейли огонь! Музыка огонь! Атмосфера огонь! Кухня - выше всяческих похвал! Правда,советуем к посещению. Собираемся здесь стабильно раз в год большой компанией, ни разу не пожалели);ж;5;Для большой компании
257;2019-08-01;Отличный бар для весёлой попойки! Крутые фирменные коктейли, весёлые бармены, хорошая рок-н-ролльная музыка. Есть классная возможность дёшево выпить большой компанией - взять сразу 20 шотов за 2.5т.р. Рекомендую для шумных ночей.;м;5;Для большой компании
258;2023-11-06;Рекомендую. Но компанией не больше 7 человек. Очень атмосферно и уютно. Это для души)) тут каждый почувствует себя частичкой Вселенной;ж;5;Для большой компании
259;2024-09-08;Атмосферный бар! Уютный и не для большой компании. Еда вкусная и коктейли) Вежливый персонал.;ж;5;Для большой компании
260;2024-02-02;Неплохое местечко, можно посидеть компанией, по пить коктейлей и послушать короля и шута;м;4;Для большой компании
261;2018-07-23;Суперское место! Праздновали свадьбу друзей (нас всех было человек 20), однако места хватило каждому. Цены приемлемые, постоянно какие-то акции (по дням недели), бургеры и закуски просто пища богов) рекумендую всем, а мы однозначно вернемся:);ж;5;Для большой компании
262;2018-11-06;Тесновато, но атмосферно, есть недорогие наборы шотов. В конце бара, рядом с кухней есть зал попросторнее со столиками на большие компании.;м;5;Для большой компании
263;2023-08-10;Довольно неплохо, но очень тесно, особенно если компания состоит из 6 человек. Брали коктейли, были вкусные, есть фоновая музыка, но потанцевать не получился.;ж;4;Для большой компании
264;2018-09-05;Хорошее место. Отличные ассорти из шотов. Но компании из 7 человек, которые хотели бы быть за одним столом, может быть тесновато.;м;5;Для большой компании
265;2019-10-29;Атмосферный бар, куда можно зайти пропустить бокал- другой пива или несколько шотов. Для больших компаний и длительных посиделок не подходит.;м;5;Для большой компании
266;2024-05-08;Обычное место с настойками, но большой компанией там не сядешь;ж;4;Для большой компании
267;2025-03-30;Веселое жогово! Коктейли вкусные, меню коктейльное большое. Прикольно поджигают б-52, пламенем от барной стойки. Эффектно, когда несколько рюмок. Такое я видел впервые. Очень понравились цены на напитки и закуски. Из минусов - бар маленький и тесный. Фактически сидишь на барной стойке или в проходе. Достаточно шумно и приходиться не разговаривать, а орать. Но даже с этими моментами мы все остались довольны. Классное место, надо будет еще зайти.;м;5;Закуски
268;2023-06-12;Замечательные коктейли, хорошее обслуживание! Можно хорошо закусить бургерами. Обычно заведение полно посетителей и лучше бронить заранее. Коктейль blue electric сносит крышу, состав как в лонг-айленде, но заливается просеко!;м;5;Закуски
269;2022-09-12;Чисто случайно набрели на это место. Очень атмосферное заведение со впечатляющим коктейль листом. Очень много интересных коктейлей, какие то совсем оригинальные, какие-то просто оригинальное прочтение классики ну и закусить есть много и вкусно.;м;5;Закуски
270;2022-05-09;Очень много напитков, вкусные закуски и салаты! Очень уютное место.;ж;5;Закуски
271;2021-06-05;Хорошая музыка, крупный выбор вкусных напитков, и закусок.;м;5;Закуски
272;2022-01-26;Отличные коктейли и закуски);м;5;Закуски
273;2025-09-13;Отличный бар, ходим сюда часто, соотношение цены и качества отличное, есть закуски. Помещение не очень большое, и всегда много людей, но мы каждый раз находим место присесть);ж;5;Закуски
274;2024-05-28;Персонал приветливый, наливают на пробу, на ход ноги заскочил выпить пару стаканов пива, закуски не брал, говорить по этому поводу не буду, небольшой и уютный бар;м;5;Закуски
275;2019-11-05;Бар для своих (в пятницу посетили). Пиво всего пару видов. Бар позиционируется как коктейль бар, закуски почти нет (бургеры и все);м;2;Закуски
